,Sentence_id,pmid,sentence,tag
1047,221,19629583,"Sixty patients with gastric cancer were randomly assigned to two groups: one group received immune-enhanced formulas supplemented with arginine and omega-3 fatty acids (immune-enhancing diet (ID) group, n = 30); the other received standard formulas (conventional diet (CD) group, n = 30) for 7 days before the operation",methods
1048,221,19629583," These groups were well matched in terms of age, sex, operations, cancer stages, and intraoperative variables",methods
1049,221,19629583," The postoperative outcome was evaluated based on clinical variables, including postoperative infectious complications, noninfectious complications, and SIRS duration",methods
1050,221,19629583," In addition, the perioperative state of cellular immunity was evaluated and compared between the two groups",methods
1051,221,19629583,,methods
1052,222,29607686,Matched cohorts of breast cancer survivors who did and did not choose to supplement their breast cancer treatment with NO care within 2 years of diagnosis participated,methods
1053,222,29607686, NO users were identified through naturopathic doctors' clinics and usual care (UC) controls with similar prognosis were identified through a cancer registry,methods
1054,222,29607686," The registry provided information about all participants' age, race, ethnicity, marital status, stage of cancer at time of diagnosis, date of diagnosis, and use of conventional medical treatments (surgery, chemotherapy, radiation, and endocrine therapy)",methods
1055,222,29607686, Data of participants' self-reported involvement in decision-making and HRQOL were collected at study enrollment and at 6-month follow-up,methods
1056,222,29607686,,methods
1057,223,18418975,"Sixty BC patients in stage IV were randomly assigned to two groups, the control group was treated with chemotherapy, using 4 cycles of PA protocol alone and the treated group with the same chemotherapy and Egb761",methods
1058,223,18418975," Changes in electrocardiogram (ECG), myocardial enzyme spectrum (MES) and ultrasono-cardiogram (USCG) before and after treatment were observed",methods
1059,223,18418975,,methods
1060,224,22051143,A Markov decision model of PREP versus UC was developed for CCRT in advanced head and neck cancer,methods
1061,224,22051143, Main outcome variables were tube dependency at one-year and number of post-CCRT hospital admission days,methods
1062,224,22051143," Primary outcome was costs per quality adjusted life years (cost/QALY), with an incremental cost-effectiveness ratio (ICER) as outcome parameter",methods
1063,224,22051143, The Expected Value of Perfect Information (EVPI) was calculated to obtain the value of further research,methods
1064,224,22051143,,methods
1065,225,25591836,"Patients (n = 2757) were randomized to standard aromatase inhibitors (AI) alone (group A) or with EMs (group B) in a global, real-world setting",methods
1066,225,25591836,,methods
1067,226,16135469,Breast cancer patients were registered within 6 weeks after surgery,methods
1068,226,16135469," After medical treatment, they completed baseline measures and were randomly assigned to standard National Cancer Institute print material (CTL); standard print material and peer-modeling videotape (VID); or standard print material, videotape, two sessions with a trained cancer educator, and informational workbook (EDU)",methods
1069,226,16135469, Two primary end points were examined: energy/fatigue and cancer-specific distress,methods
1070,226,16135469, Secondary end points were depressive symptoms and post-traumatic growth,methods
1071,226,16135469, Perceived preparedness for re-entry was analyzed as a moderator of effects,methods
1072,226,16135469,,methods
1073,227,15637764,Sixty patients were randomly divided into treatment group (chemotherapy combined with Fuzheng Yiliu decoction) and control group (chemotherapy alone),methods
1074,227,15637764," Four indexes, including the tumor recent remission rate (RR), the change of main symptoms, the toxic and side effects caused by chemotherapy and the change of performance status, were observed in the patients",methods
1075,227,15637764," Peripheral blood contents of CD3+, CD4+, CD8+ cells, CD4+/CD8+ and soluble interleukin-2 receptor (sIL-2R) were tested before and after treatment and the values were compared with those of healthy peoples",methods
1076,227,15637764,,methods
1077,228,11148592,Over a 2,methods
1078,228,11148592,"5-year period, the following intervention activities were targeted at both Vietnamese women and physicians in Alameda County, California: neighborhood-based educational activities; dissemination of health education materials; a media campaign; and continuing medical education seminars for physicians",methods
1079,228,11148592, Women in Los Angeles and Orange Counties served as controls,methods
1080,228,11148592," Preintervention telephone interviews were conducted with 384 randomly selected Vietnamese women in the intervention community and 404 women in the control community in 1996, and post-test intervention interviews were conducted with 405 and 402 women, respectively, in 1998",methods
1081,228,11148592,,methods
1082,229,19551881,"Women were randomized to receive either TPN or EUC; and chemotherapy, radiation therapy, hormone therapy, and follow-up were assessed over 12 months",methods
1083,229,19551881, Patients with breast cancer were analyzed separately from patients with gynecologic cancer,methods
1084,229,19551881,,methods
1085,230,17624606,Twenty-seven women who were scheduled for surgery were randomly assigned to either a post-surgical experimental HBE rehabilitation group (n = 16) or a usual care group (UC; n = 11),methods
1086,230,17624606," Women assigned to the HBE group followed an 11 day (days 3-14 post-surgery), home-based rehabilitation programme consisting of shoulder flexibility and stretching exercises that were described on videotape",methods
1087,230,17624606, The videotape programme was modelled after the exercises and guidelines described in a brochure produced by the Canadian Cancer Society,methods
1088,230,17624606,,methods
1089,231,15939927,Patients with newly diagnosed gynecologic malignancies from August 1999 to November 2000 were recruited and randomly assigned to either a control group receiving routine medical care or to an intervention group receiving individual psychotherapy,methods
